key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
5498,SOCIAL INFORMATION-PROCESSING SKILLS AND AGGRESSION: A QUASI-EXPERIMENTAL TRIAL OF THE MAKING CHOICES AND MAKING CHOICES PLUS PROGRAMS,2015,1,1,RESEARCH ON SOCIAL WORK PRACTICE,1049-7315,25,3,358,TERZIAN MA and LI JL and FRASER MW and DAY SH and ROSE RA,10.1177/1049731514534898,,SAGE PUBLICATIONS INC,,, 
5499,THE EVOCATIVE INFLUENCE OF CHILD ACADEMIC AND SOCIAL-EMOTIONAL ADJUSTMENT ON PARENT INVOLVEMENT IN INNER-CITY SCHOOLS,2015,1,1,JOURNAL OF EDUCATIONAL PSYCHOLOGY,0022-0663,107,2,517,HOGLUND WLG and JONES SM and BROWN JL and ABER JL,10.1037/A0037266,,AMER PSYCHOLOGICAL ASSOC,,, 
5500,"REACTIVE AND PROACTIVE AGGRESSION: DIFFERENTIAL LINKS WITH EMOTION REGULATION DIFFICULTIES, MATERNAL CRITICISM IN ADOLESCENCE",2015,1,1,AGGRESSIVE BEHAVIOR,0096-140X,41,3,214,SKRIPKAUSKAITE S and HAWK ST and BRANJE SJT and KOOT HM and VAN LIER PAC and MEEUS W,10.1002/AB.21583,,WILEY,,, 
5501,MONEY AND AGE IN SCHOOLS: BULLYING AND POWER IMBALANCES,2015,1,1,AGGRESSIVE BEHAVIOR,0096-140X,41,3,280,CHAUX E and CASTELLANOS M,10.1002/AB.21558,,WILEY,,, 
5502,SENSE OF COHERENCE IN YOUNG PEOPLE WITH CONGENITAL HEART DISEASE,2015,1,1,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,0196-206X,36,4,267,APERS S and LUYCKX K and GOOSSENS E and RASSART J and BUDTS W and MOONS P,10.1097/DBP.0000000000000147,,LIPPINCOTT WILLIAMS & WILKINS,,, 
5503,THE VALIDITY OF THE RISK-SOPHISTICATION-TREATMENT INVENTORY-ABBREVIATED (RSTI-A): INITIAL EVIDENCE IN SUPPORT OF A MEASURE DESIGNED FOR JUVENILE EVALUATIONS,2015,1,1,PSYCHOLOGY PUBLIC POLICY AND LAW,1076-8971,21,2,205,GILLEN CTA and MACDOUGALL EAM and SALEKIN RT and FORTH AE,10.1037/LAW0000044,,AMER PSYCHOLOGICAL ASSOC,,, 
5504,FORMS OF NON-SUICIDAL SELF-INJURY AS A FUNCTION OF TRAIT AGGRESSION,2015,1,1,COMPREHENSIVE PSYCHIATRY,0010-440X,59,,21,KLEIMAN EM and AMMERMAN BA and KULPER DA and UYEJI LL and JENKINS AL and MCCLOSKEY MS,10.1016/J.COMPPSYCH.2014.12.004,,W B SAUNDERS CO-ELSEVIER INC,,, 
5505,DEVELOPMENTAL DIFFERENCES IN THE LINKAGES BETWEEN ANXIETY CONTROL BELIEFS AND POSTTRAUMATIC STRESS IN YOUTH,2015,1,1,DEPRESSION AND ANXIETY,1091-4269,32,5,356,WEEMS CF and RUSSELL JD and GRAHAM RA and NEILL EL and BANKS DM,10.1002/DA.22319,,WILEY,,, 
5506,EARLY LANGUAGE IMPAIRMENTS AND DEVELOPMENTAL PATHWAYS OF EMOTIONAL PROBLEMS ACROSS CHILDHOOD,2015,1,1,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,1368-2822,50,3,358,YEW SGK and O'KEARNEY R,10.1111/1460-6984.12142,,WILEY-BLACKWELL,,, 
5507,DIFFERENTIAL RISK FOR LATE ADOLESCENT CONDUCT PROBLEMS AND MOOD DYSREGULATION AMONG CHILDREN WITH EARLY EXTERNALIZING BEHAVIOR PROBLEMS,2015,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,43,4,735,OKADO Y and BIERMAN KL,10.1007/S10802-014-9931-4,,SPRINGER/PLENUM PUBLISHERS,,, 
5508,THE PROTECTIVE EFFECTS OF FATHER INVOLVEMENT FOR INFANTS OF TEEN MOTHERS WITH DEPRESSIVE SYMPTOMS,2015,1,1,MATERNAL AND CHILD HEALTH JOURNAL,1092-7875,19,5,1016,LEWIN A and MITCHELL SJ and WATERS D and HODGKINSON S and SOUTHAMMAKOSANE C and GILMORE J,10.1007/S10995-014-1600-2,,SPRINGER/PLENUM PUBLISHERS,,, 
5509,NEURAL CIRCUITRY PREDICTORS OF SYMPTOM EVOLUTION AND FUTURE PSYCHOPATHOLOGY DURING ADOLESCENT DEVELOPMENT IN EMOTIONALLY DYSREGULATED YOUTH,2015,1,1,BIOLOGICAL PSYCHIATRY,0006-3223,77,9,314S,PHILLIPS ML,NA,,ELSEVIER SCIENCE INC,,, 
5510,"MINDFULNESS MEDITATION TRAINING FOR ATTENTION-DEFICIT/HYPERACTIVITY DISORDER IN ADULTHOOD: CURRENT EMPIRICAL SUPPORT, TREATMENT OVERVIEW, AND FUTURE DIRECTIONS",2015,1,1,COGNITIVE AND BEHAVIORAL PRACTICE,1077-7229,22,2,172,MITCHELL JT and ZYLOWSKA L and KOLLINS SH,10.1016/J.CBPRA.2014.10.002,,ELSEVIER SCIENCE INC,,, 
5511,MENTAL HEALTH DIFFICULTIES IN EARLY ADOLESCENCE: A COMPARISON OF TWO CROSS-SECTIONAL STUDIES IN ENGLAND FROM 2009 TO 2014,2015,1,1,JOURNAL OF ADOLESCENT HEALTH,1054-139X,56,5,502,FINK E and PATALAY P and SHARPE H and HOLLEY S and DEIGHTON J and WOLPERT M,10.1016/J.JADOHEALTH.2015.01.023,,ELSEVIER SCIENCE INC,,, 
5512,ASSOCIATIONS BETWEEN SPORTS PARTICIPATION AND PSYCHOLOGICAL DIFFICULTIES DURING CHILDHOOD: A TWO-YEAR FOLLOW UP,2015,1,1,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,1440-2440,18,3,304,VELLA SA and CLIFF DP and MAGEE CA and OKELY AD,10.1016/J.JSAMS.2014.05.006,,ELSEVIER SCI LTD,,, 
5513,DEPRESSIVE AND ANXIETY SYMPTOM TRAJECTORIES FROM SCHOOL AGE THROUGH YOUNG ADULTHOOD IN SAMPLES WITH AUTISM SPECTRUM DISORDER AND DEVELOPMENTAL DELAY,2015,1,1,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,54,5,369,GOTHAM K and BRUNWASSER SM and LORD C,10.1016/J.JAAC.2015.02.005,,ELSEVIER SCIENCE INC,,, 
5514,"THE INFLUENCE OF MENTAL HEALTH, PSYCHOSOCIAL FACTORS, AND EDUCATIONAL SKILLS ON THE EDUCATIONAL ASPIRATIONS OF INDIGENOUS SAMI AND NON-INDIGENOUS ADOLESCENTS IN THE ARCTIC",2015,1,1,SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGY,2245-8875,3,3,169,BANIA EV and ECKHOFF C and KVERNMO S,10.21307/SJCAPP-2015-017,,EXELEY INC,,, 
5515,THE RELATIONSHIP BETWEEN ATTACHMENT STYLES AND INTERNALIZING OR EXTERNALIZING SYMPTOMS IN CLINICAL AND NONCLINICAL ADOLESCENTS,2015,1,1,ANALES DE PSICOLOGIA,0212-9728,31,2,422,LACASA F and MITJAVILA M and OCHOA S and BALLUERKA N,10.6018/ANALESPS.31.2.169711,,UNIV MURCIA,,, 
5516,ASSESSING ANGER REGULATION IN MIDDLE CHILDHOOD: DEVELOPMENT AND VALIDATION OF A BEHAVIORAL OBSERVATION MEASURE,2015,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,6,,NA,ROHLF HL and KRAHE B,10.3389/FPSYG.2015.00453,,FRONTIERS MEDIA SA,,, 
5517,PARENT RATINGS OF EXECUTIVE FUNCTION IN YOUNG PRESCHOOL CHILDREN WITH SYMPTOMS OF ATTENTION-DEFICIT/-HYPERACTIVITY DISORDER,2015,1,1,BEHAVIORAL AND BRAIN FUNCTIONS,1744-9081,11,,NA,SKOGAN AH and ZEINER P and EGELAND J and URNES AG and REICHBORN-KJENNERUD T and AASE H,10.1186/S12993-015-0060-1,,BMC,,, 
5518,EMOTION REGULATION IN BEREAVEMENT: SEARCHING FOR AND FINDING EMOTIONAL SUPPORT IN SOCIAL NETWORK SITES,2015,1,1,NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,1361-4568,21,1,106,DOVELING K,10.1080/13614568.2014.983558,,TAYLOR & FRANCIS LTD,,, 
5519,CLINICAL CORRELATES OF NON-SUICIDAL SELF-INJURY (NSSI) IN AN OUTPATIENT SAMPLE OF ADOLESCENTS,2015,1,1,ARCHIVES OF SUICIDE RESEARCH,1381-1118,19,2,218,GARCIA-NIETO R and CARBALLO JJ and HERNANDO MDD and DE LEON-MARTINEZ V and BACA-GARCIA E,10.1080/13811118.2014.957447,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5520,BODY FOCUSED REPETITIVE BEHAVIORS AMONG SALVADORIAN YOUTH: INCIDENCE AND CLINICAL CORRELATES,2015,1,1,JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,2211-3649,5,,49,SELLES RR and NELSON R and ZEPEDA R and DANE BE and WU MS and NOVOA JC and GUTTFREUND D and STORCH EA,10.1016/J.JOCRD.2015.01.008,,ELSEVIER,,, 
5521,ATTACHMENT TO THE MOTHER AND ACHIEVEMENT GOAL ORIENTATIONS AT THE BEGINNING OF MIDDLE SCHOOL: THE MEDIATING ROLE OF ACADEMIC COMPETENCE AND ANXIETY,2015,1,1,LEARNING AND INDIVIDUAL DIFFERENCES,1041-6080,39,,39,MALTAIS C and DUCHESNE S and RATELLE CF and FENG B,10.1016/J.LINDIF.2015.03.006,,ELSEVIER,,, 
5522,IS EMOTIONAL DYSREGULATION A COMPONENT OF ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (ADHD)?,2015,1,1,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,0013-7006,41,2,108,VILLEMONTEIX T and PURPER-OUAKIL D and ROMO L,10.1016/J.ENCEP.2013.12.004,,MASSON EDITEUR,,, 
5523,THE RELATIONSHIP BETWEEN STRESS AND SOCIAL FUNCTIONING IN ADULTS WITH AUTISM SPECTRUM DISORDER AND WITHOUT INTELLECTUAL DISABILITY,2015,1,1,AUTISM RESEARCH,1939-3792,8,2,164,BISHOP-FITZPATRICK L and MAZEFSKY CA and MINSHEW NJ and EACK SM,10.1002/AUR.1433,,WILEY,,, 
5524,EFFECT OF MATERNAL AUTONOMY AND RELATEDNESS AND BORDERLINE PERSONALITY DISORDER ON ADOLESCENT SYMPTOMATOLOGY,2015,1,1,PERSONALITY DISORDERS-THEORY RESEARCH AND TREATMENT,1949-2715,6,2,152,FRANKEL-WALDHETER M and MACFIE J and STRIMPFEL JM and WATKINS CD,10.1037/PER0000109,,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,,, 
5525,EMOTION REGULATION AND DEPRESSIVE SYMPTOMS: EXAMINING THE MEDIATION EFFECTS OF SCHOOL CONNECTEDNESS IN CHINESE LATE ADOLESCENTS,2015,1,1,JOURNAL OF ADOLESCENCE,0140-1971,40,,14,ZHAO YH and ZHAO GX,10.1016/J.ADOLESCENCE.2014.12.009,,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,,, 
5526,DYNAMIC CHANGES IN PARENT AFFECT AND ADOLESCENT CARDIAC VAGAL REGULATION: A REAL-TIME ANALYSIS,2015,1,1,JOURNAL OF FAMILY PSYCHOLOGY,0893-3200,29,2,180,CUI LX and MORRIS AS and HARRIST AW and LARZELERE RE and CRISS MM,10.1037/FAM0000067,,AMER PSYCHOLOGICAL ASSOC,,, 
5527,A DISEASE SPECIFIC QUESTIONNAIRE FOR ASSESSING BEHAVIOR IN INDIVIDUALS WITH PRADER-WILLI SYNDROME,2015,1,1,COMPREHENSIVE PSYCHIATRY,0010-440X,58,,189,AVRAHAMY H and POLLAK Y and SHRIKI-TAL L and GENSTIL L and HIRSCH HJ and GROSS-TSUR V and BENARROCH F,10.1016/J.COMPPSYCH.2014.12.005,,W B SAUNDERS CO-ELSEVIER INC,,, 
5528,RELATIONSHIP BETWEEN BODY DISSATISFACTION AND DISORDERED EATING: MEDIATING ROLE OF SELF-ESTEEM AND DEPRESSION,2015,1,1,EATING BEHAVIORS,1471-0153,17,,49,BRECHAN I and KVALEM IL,10.1016/J.EATBEH.2014.12.008,,ELSEVIER SCIENCE BV,,, 
5529,INFORMANT AGREEMENT FOR YOUTH WITH AUTISM SPECTRUM DISORDER OR INTELLECTUAL DISABILITY: A META-ANALYSIS,2015,1,1,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0162-3257,45,4,1026,STRATIS EA and LECAVALIER L,10.1007/S10803-014-2258-8,,SPRINGER/PLENUM PUBLISHERS,,, 
5530,PILOTING YOGA AND ASSESSING OUTCOMES IN A RESIDENTIAL BEHAVIOURAL HEALTH UNIT,2015,1,1,JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING,1351-0126,22,3,199,MCILVAIN SJ and MILLER B and LAWHEAD BA and BARBOSA-LEIKER C and ANDERSON A,10.1111/JPM.12184,,WILEY,,, 
5531,RISK FOR SUICIDE AMONG TREATMENT SEEKING ADOLESCENTS: THE ROLE OF POSITIVE AND NEGATIVE AFFECT INTENSITY,2015,1,1,COGNITIVE THERAPY AND RESEARCH,0147-5916,39,2,100,ROJAS SM and LEEN-FELDNER EW and BLUMENTHAL H and LEWIS SF and FELDNER MT,10.1007/S10608-014-9650-8,,SPRINGER/PLENUM PUBLISHERS,,, 
5532,RECENT ADVANCES IN THE DEVELOPMENTAL ASPECTS OF BORDERLINE PERSONALITY DISORDER,2015,1,1,CURRENT PSYCHIATRY REPORTS,1523-3812,17,4,NA,SHARP C and KIM S,10.1007/S11920-015-0556-2,,SPRINGER,,, 
5533,HOLD TIGHT: CARROLL IZARD'S CONTRIBUTIONS TO TRANSLATIONAL RESEARCH ON EMOTION COMPETENCE,2015,1,1,EMOTION REVIEW,1754-0739,7,2,136,TRENTACOSTA CJ and SCHULTZ D,10.1177/1754073914554782,,SAGE PUBLICATIONS INC,,, 
5534,SOCIAL ISOLATION-INDUCED INCREASE IN NMDA RECEPTORS IN THE HIPPOCAMPUS EXACERBATES EMOTIONAL DYSREGULATION IN MICE,2015,1,1,HIPPOCAMPUS,1050-9631,25,4,474,CHANG CH and HSIAO YH and CHEN YW and YU YJ and GEAN PW,10.1002/HIPO.22384,,WILEY,,, 
5535,MALTREATMENT CHARACTERISTICS AND EMOTION REGULATION (ER) DIFFICULTIES AS PREDICTORS OF MENTAL HEALTH SYMPTOMS: RESULTS FROM A COMMUNITY-RECRUITED SAMPLE OF FEMALE ADOLESCENTS,2015,1,1,JOURNAL OF FAMILY VIOLENCE,0885-7482,30,3,329,SUNDERMANN JM and DEPRINCE AP,10.1007/S10896-014-9656-8,,SPRINGER/PLENUM PUBLISHERS,,, 
5536,NON-SUICIDAL SELF-INJURY AND FIRESETTING: SHARED AND UNIQUE CORRELATES AMONG SCHOOL-BASED ADOLESCENTS,2015,1,1,JOURNAL OF YOUTH AND ADOLESCENCE,0047-2891,44,4,964,TANNER AK and HASKING P and MARTIN G,10.1007/S10964-014-0119-6,,SPRINGER/PLENUM PUBLISHERS,,, 
5537,FIRST ADAPTATION OF COPING POWER PROGRAM AS A CLASSROOM-BASED PREVENTION INTERVENTION ON AGGRESSIVE BEHAVIORS AMONG ELEMENTARY SCHOOL CHILDREN,2015,1,1,PREVENTION SCIENCE,1389-4986,16,3,432,MURATORI P and BERTACCHI I and GIULI C and LOMBARDI L and BONETTI S and NOCENTINI A and MANFREDI A and POLIDORI L and RUGLIONI L and MILONE A and LOCHMAN JE,10.1007/S11121-014-0501-3,,SPRINGER/PLENUM PUBLISHERS,,, 
5538,TRANSDIAGNOSTIC APPLICATIONS OF DBT FOR ADOLESCENTS AND ADULTS,2015,1,1,AMERICAN JOURNAL OF PSYCHOTHERAPY,0002-9564,69,2,111,RITSCHEL LA and LIM NE and STEWART LM,10.1176/APPI.PSYCHOTHERAPY.2015.69.2.111,,"AMER PSYCHIATRIC PUBLISHING, INC",,, 
5539,EATING DISORDER RISK AND PSYCHOPATHOLOGICAL DIMENSIONS,2015,1,1,ANUARIO DE PSICOLOGIA,0066-5126,45,1,87,RIQUENES VG and ROCA JS,NA,,ELSEVIER ESPANA,,, 
5540,SEXUAL INITIATION AND EMOTIONAL/BEHAVIORAL PROBLEMS IN TAIWANESE ADOLESCENTS: A MULTIVARIATE RESPONSE PROFILE ANALYSIS,2015,1,1,ARCHIVES OF SEXUAL BEHAVIOR,0004-0002,44,3,717,CHAN CH and TING TT and CHEN YT and CHEN CY and CHEN WJ,10.1007/S10508-014-0265-7,,SPRINGER/PLENUM PUBLISHERS,,, 
5541,AGGRESSION IN CHILDREN WITH AUTISM SPECTRUM DISORDERS AND A CLINIC-REFERRED COMPARISON GROUP,2015,1,1,AUTISM,1362-3613,19,3,281,FARMER C and BUTTER E and MAZUREK MO and COWAN C and LAINHART J and COOK EH and DEWITT MB and AMAN M,10.1177/1362361313518995,,SAGE PUBLICATIONS LTD,,, 
5542,PROFILES OF EMOTIONAL INTELLIGENCE AND SOCIAL BEHAVIOR IN SPANISH ADOLESCENTS,2015,1,1,BEHAVIORAL PSYCHOLOGY-PSICOLOGIA CONDUCTUAL,1132-9483,23,1,141,GAZQUEZ JJ and PEREZ-FUENTES MC and DIAZ-HERRERO A and GARCIA-FERNANDEZ JM and INGLES CJ,NA,,FUNDACION VECA PARA AVANCE PSICOLOGIA,,, 
5543,WHITE MATTER STRUCTURE IN YOUTH WITH BEHAVIORAL AND EMOTIONAL DYSREGULATION DISORDERS A PROBABILISTIC TRACTOGRAPHIC STUDY,2015,1,1,JAMA PSYCHIATRY,2168-622X,72,4,367,VERSACE A and ACUFF H and BERTOCCI MA and BEBKO G and ALMEIDA JRC and PERLMAN SB and LEEMANS A and SCHIRDA C and ASLAM H and DWOJAK A and BONAR L and TRAVIS M and GILL MK and DEMETER C and DIWADKAR VA and SUNSHINE JL and HOLLAND SK and KOWATCH RA and BIRMAHER B and AXELSON D and HORWITZ SM and FRAZIER TW and ARNOLD LE and FRISTAD MA and YOUNGSTROM EA and FINDLING RL and PHILLIPS ML,10.1001/JAMAPSYCHIATRY.2014.2170,,AMER MEDICAL ASSOC,,, 
5544,DYNAMICS OF POSITIVE EMOTION REGULATION: ASSOCIATIONS WITH YOUTH DEPRESSIVE SYMPTOMS,2015,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,43,3,475,FUSSNER LM and LUEBBE AM and BELL DJ,10.1007/S10802-014-9916-3,,SPRINGER/PLENUM PUBLISHERS,,, 
5545,THE EFFECT OF PHYSICAL ACTIVITY ON DEPRESSION IN ADOLESCENCE AND EMERGING ADULTHOOD: A GROWTH-CURVE ANALYSIS,2015,1,1,JOURNAL OF ADOLESCENCE,0140-1971,40,,83,MCPHIE ML and RAWANA JS,10.1016/J.ADOLESCENCE.2015.01.008,,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,,, 
5546,"PARENTAL FACTORS ASSOCIATED WITH CHILDHOOD ANXIETY, DEPRESSION, AND INTERNALIZING PROBLEMS: A SYSTEMATIC REVIEW AND META-ANALYSIS",2015,1,1,JOURNAL OF AFFECTIVE DISORDERS,0165-0327,175,,424,YAP MBH and JORM AF,10.1016/J.JAD.2015.01.050,,ELSEVIER,,, 
5547,IDENTITY DISTURBANCE AND PROBLEMS WITH EMOTION REGULATION ARE RELATED CONSTRUCTS ACROSS DIAGNOSES,2015,1,1,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,71,4,346,NEACSIU AD and HERR NR and FANG CM and RODRIGUEZ MA and ROSENTHAL MZ,10.1002/JCLP.22141,,WILEY-BLACKWELL,,, 
5548,PERSISTING BEHAVIOR PROBLEMS IN EXTREMELY LOW BIRTH WEIGHT ADOLESCENTS,2015,1,1,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,0196-206X,36,3,178,TAYLOR HG and MARGEVICIUS S and SCHLUCHTER M and ANDREIAS L and HACK M,10.1097/DBP.0000000000000139,,LIPPINCOTT WILLIAMS & WILKINS,,, 
5549,CHILDHOOD TRAUMA EXPOSURE DISRUPTS THE AUTOMATIC REGULATION OF EMOTIONAL PROCESSING,2015,1,1,NEUROPSYCHOPHARMACOLOGY,0893-133X,40,5,1250,MARUSAK HA and MARTIN KR and ETKIN A and THOMASON ME,10.1038/NPP.2014.311,,NATURE PUBLISHING GROUP,,, 
5550,BARIATRIC SURGERY IN ADULTS: VARIABLES THAT FACILITATE AND HINDER WEIGHT LOSS FROM PACIENTS PERSPECTIVE,2015,1,1,NUTRICION HOSPITALARIA,0212-1611,31,4,1504,BRAVO JL and MANDICH CC and CASTRILLON FD and INFANTE CM,10.3305/NH.2015.31.4.8515,,AULA MEDICA EDICIONES,,, 
5551,ASSOCIATION BETWEEN MENTAL DISORDERS AND PHYSICAL DISEASES IN ADOLESCENTS FROM A NATIONALLY REPRESENTATIVE COHORT,2015,1,1,PSYCHOSOMATIC MEDICINE,0033-3174,77,3,319,TEGETHOFF M and BELARDI A and STALUJANIS E and MEINLSCHMIDT G,10.1097/PSY.0000000000000151,,LIPPINCOTT WILLIAMS & WILKINS,,, 
5552,FRONTAL AND STRIATAL ALTERATIONS ASSOCIATED WITH PSYCHOPATHIC TRAITS IN ADOLESCENTS,2015,1,1,PSYCHIATRY RESEARCH-NEUROIMAGING,0925-4927,231,3,333,YANG YL and NARR KL and BAKER LA and JOSHI SH and JAHANSHAD N and RAINE A and THOMPSON PM,10.1016/J.PSCYCHRESNS.2015.01.017,,ELSEVIER IRELAND LTD,,, 
5553,REVIEW OF THE GENETIC BASIS OF EMOTION DYSREGULATION IN CHILDREN AND ADOLESCENTS,2015,1,1,WORLD JOURNAL OF PSYCHIATRY,2220-3206,5,1,112,BARZMAN D and GEISE C and LIN PI,10.5498/WJP.V5.I1.112,,BAISHIDENG PUBLISHING GROUP INC,,, 
5554,CRITERION AND INCREMENTAL VALIDITY OF THE EMOTION REGULATION QUESTIONNAIRE,2015,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,6,,NA,IOANNIDIS CA and SIEGLING AB,10.3389/FPSYG.2015.00247,,FRONTIERS MEDIA SA,,, 
5555,NEURAL CORRELATES OF HIGH-RISK BEHAVIOR TENDENCIES AND IMPULSIVITY IN AN EMOTIONAL GO/NOGO FMRI TASK,2015,1,1,FRONTIERS IN SYSTEMS NEUROSCIENCE,1662-5137,9,,NA,BROWN MRG and BENOIT JRA and JUHAS M and LEBEL RM and MACKAY M and DAMETTO E and SILVERSTONE PH and DOLCOS F and DURSUN SM and GREENSHAW AJ,10.3389/FNSYS.2015.00024,,FRONTIERS MEDIA SA,,, 
5556,RELATIONSHIPS BETWEEN LANGUAGE DISORDERS AND SOCIO-EMOTIONAL COMPETENCE,2015,1,1,REVISTA DE NEUROLOGIA,0210-0010,60,,S51,BAIXAULI-FORTEA I and ROSELLO-MIRANDA B and COLOMER-DIAGO C,10.33588/RN.60S01.2014564,,REVISTA DE NEUROLOGIA,,, 
5557,EMOTIONAL SELF-REGULATION IN INFANTILE ATTENTION DEFICIT HYPERACTIVITY DISORDER AND P300 EVOKED POTENTIALS,2015,1,1,REVISTA DE NEUROLOGIA,0210-0010,60,,S69,ROCA P and MULAS F and ORTIZ-SANCHEZ P and GANDIA-BENETO R,NA,,REVISTA DE NEUROLOGIA,,, 
5558,AN ATTACHMENT-BASED INTERVENTION FOR PARENTS OF ADOLESCENTS AT RISK: MECHANISMS OF CHANGE,2015,1,1,ATTACHMENT & HUMAN DEVELOPMENT,1461-6734,17,2,119,MORETTI MM and OBSUTH I and CRAIG SG and BARTOLO T,10.1080/14616734.2015.1006383,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5559,"ATTACHMENT-BASED FAMILY THERAPY FOR DEPRESSED AND SUICIDAL ADOLESCENTS: THEORY, CLINICAL MODEL AND EMPIRICAL SUPPORT",2015,1,1,ATTACHMENT & HUMAN DEVELOPMENT,1461-6734,17,2,136,EWING ESK and DIAMOND G and LEVY S,10.1080/14616734.2015.1006384,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5560,"SLEEP AS A SUPPORT FOR SOCIAL COMPETENCE, PEER RELATIONS, AND COGNITIVE FUNCTIONING IN PRESCHOOL CHILDREN",2015,1,1,BEHAVIORAL SLEEP MEDICINE,1540-2002,13,2,92,VAUGHN BE and ELMORE-STATON L and SHIN N and EL-SHEIKH M,10.1080/15402002.2013.845778,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5561,"ATTACHMENT BASED TREATMENTS FOR ADOLESCENTS: THE SECURE CYCLE AS A FRAMEWORK FOR ASSESSMENT, TREATMENT AND EVALUATION",2015,1,1,ATTACHMENT & HUMAN DEVELOPMENT,1461-6734,17,2,220,KOBAK R and ZAJAC K and HERRES J and EWING ESK,10.1080/14616734.2015.1006388,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5562,INTRODUCTION TO THE SPECIAL ISSUE: TOWARD IMPLEMENTING PHYSIOLOGICAL MEASURES IN CLINICAL CHILD AND ADOLESCENT ASSESSMENTS,2015,1,1,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,44,2,221,DE LOS REYES A and ALDAO A,10.1080/15374416.2014.891227,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5563,LOW VAGAL TONE MAGNIFIES THE ASSOCIATION BETWEEN PSYCHOSOCIAL STRESS EXPOSURE AND INTERNALIZING PSYCHOPATHOLOGY IN ADOLESCENTS,2015,1,1,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,44,2,314,MCLAUGHLIN KA and RITH-NAJARIAN L and DIRKS MA and SHERIDAN MA,10.1080/15374416.2013.843464,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5564,COMMENTARY: A PRACTICAL GUIDE FOR TRANSLATING BASIC RESEARCH ON AFFECTIVE SCIENCE TO IMPLEMENTING PHYSIOLOGY IN CLINICAL CHILD AND ADOLESCENT ASSESSMENTS,2015,1,1,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,44,2,341,ALDAO A and DE LOS REYES A,10.1080/15374416.2014.895942,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5565,EMOTIONAL REGULATION IN ADOLESCENT SUBSTANCE USE DISORDERS: RETHINKING RISK,2015,1,1,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,1067-828X,24,2,67,SIEGEL JP,10.1080/1067828X.2012.761169,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
5566,"REVENGE IS SEDUCTIVE, IF NOT SWEET: WHY FRIENDS MATTER FOR PREVENTION EFFORTS",2015,1,1,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,0193-3973,37,,25,FREY KS and PEARSON CR and COHEN D,10.1016/J.APPDEV.2014.08.002,,ELSEVIER SCIENCE INC,,, 
5567,CALLOUS-UNEMOTIONAL TRAITS AND ANXIETY IN A SAMPLE OF DETAINED ADOLESCENTS IN ROMANIA,2015,1,1,JOURNAL OF EVIDENCE-BASED PSYCHOTHERAPIES,2360-0853,15,1,79,ROSAN A and FRICK PJ and GOTTLIEB KA and FASICARU L,NA,,INT INST ADVANCED STUDIES PSYCHOTHERAPY & APPLIED MENTAL HEALTH,,, 
